tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan ,kewarganegaraan,jenis_kelamin,jumlah
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,WNI,Perempuan,13121
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,WNI,Perempuan,19128
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,WNI,Perempuan,14570
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,WNI,Perempuan,18983
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,WNI,Perempuan,12174
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,WNI,Perempuan,21012
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,WNI,Perempuan,14641
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,WNI,Perempuan,18581
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,WNI,Perempuan,4203
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,WNI,Perempuan,5872
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,WNI,Perempuan,14889
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,WNI,Perempuan,17846
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,WNI,Perempuan,9785
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,WNI,Perempuan,11276
2020,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,WNI,Perempuan,15053
2020,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,WNI,Perempuan,22409
2020,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,WNI,Perempuan,13758
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,WNI,Perempuan,15916
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,WNI,Perempuan,14546
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,WNI,Perempuan,5173
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,WNI,Perempuan,2560
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,WNI,Perempuan,7537
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,WNI,Perempuan,1974
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,WNI,Perempuan,13566
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,WNI,Perempuan,12054
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,WNI,Perempuan,20923
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,WNI,Perempuan,20362
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,WNI,Perempuan,13464
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,WNI,Perempuan,7381
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,WNI,Perempuan,23497
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,WNI,Perempuan,13516
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,WNI,Perempuan,11296
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,WNI,Perempuan,23759
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,WNI,Perempuan,54210
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,WNI,Perempuan,7961
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,WNI,Perempuan,21989
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,WNI,Perempuan,45461
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,WNI,Perempuan,29279
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,WNI,Perempuan,21715
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,WNI,Perempuan,39103
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,WNI,Perempuan,24673
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,WNI,Perempuan,18530
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,WNI,Perempuan,31760
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,WNI,Perempuan,44353
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,WNI,Perempuan,28054
2020,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,WNI,Perempuan,17261
2020,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,WNI,Perempuan,43398
2020,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,WNI,Perempuan,37801
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,WNI,Perempuan,21646
2020,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,WNI,Perempuan,24953
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,WNI,Perempuan,26955
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,WNI,Perempuan,27527
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,WNI,Perempuan,35103
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,WNI,Perempuan,18459
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALI BARU,WNI,Perempuan,43450
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,WNI,Perempuan,22959
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,WNI,Perempuan,26721
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,WNI,Perempuan,43492
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,WNI,Perempuan,23102
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,WNI,Perempuan,45644
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,WNI,Perempuan,14554
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,WNI,Perempuan,20795
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,WNI,Perempuan,30733
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,WNI,Perempuan,21866
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,WNI,Perempuan,41010
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,WNI,Perempuan,48864
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,WNI,Perempuan,39504
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,WNI,Perempuan,20132
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,WNI,Perempuan,84115
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,WNI,Perempuan,50701
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,WNI,Perempuan,10358
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,WNI,Perempuan,10614
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,WNI,Perempuan,18062
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,WNI,Perempuan,18584
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,WNI,Perempuan,15723
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,WNI,Perempuan,23464
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,WNI,Perempuan,23846
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,WNI,Perempuan,8745
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,WNI,Perempuan,11839
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,WNI,Perempuan,9878
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,WNI,Perempuan,8082
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,WNI,Perempuan,4649
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,WNI,Perempuan,10535
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,WNI,Perempuan,4667
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,WNI,Perempuan,6399
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,WNI,Perempuan,6288
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,WNI,Perempuan,14528
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,WNI,Perempuan,12030
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,WNI,Perempuan,16078
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KERENDANG,WNI,Perempuan,12121
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,WNI,Perempuan,17843
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,WNI,Perempuan,17776
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,WNI,Perempuan,12676
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,WNI,Perempuan,14144
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,WNI,Perempuan,2013
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,WNI,Perempuan,8738
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,WNI,Perempuan,33610
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,WNI,Perempuan,24219
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,WNI,Perempuan,23294
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,WNI,Perempuan,14629
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,WNI,Perempuan,37137
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,WNI,Perempuan,28013
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,WNI,Perempuan,19973
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,WNI,Perempuan,44755
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,WNI,Perempuan,44315
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,WNI,Perempuan,52641
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,WNI,Perempuan,33782
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,WNI,Perempuan,46827
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,WNI,Perempuan,38698
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,SLIPI,WNI,Perempuan,10092
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,WNI,Perempuan,15688
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,JATI PULO,WNI,Perempuan,17799
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,KEMANGGISAN,WNI,Perempuan,19651
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,WNI,Perempuan,13253
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,WNI,Perempuan,33812
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,WNI,Perempuan,27094
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,WNI,Perempuan,20170
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,WNI,Perempuan,28379
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,WNI,Perempuan,25621
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,WNI,Perempuan,16736
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,WNI,Perempuan,11218
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,WNI,Perempuan,13160
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,WNI,Perempuan,22412
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,WNI,Perempuan,21934
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,WNI,Perempuan,20973
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,WNI,Perempuan,14242
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,WNI,Perempuan,17736
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,WNI,Perempuan,1824
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,WNI,Perempuan,1633
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,WNI,Perempuan,9830
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,WNI,Perempuan,5809
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,WNI,Perempuan,17343
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,WNI,Perempuan,16377
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,WNI,Perempuan,2395
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,WNI,Perempuan,3619
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,WNI,Perempuan,11344
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,WNI,Perempuan,13043
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,WNI,Perempuan,26560
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,WNI,Perempuan,19946
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,WNI,Perempuan,7770
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,WNI,Perempuan,15204
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,WNI,Perempuan,23521
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,WNI,Perempuan,15210
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,WNI,Perempuan,24281
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,WNI,Perempuan,36041
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,WNI,Perempuan,23000
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,WNI,Perempuan,27814
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,WNI,Perempuan,26205
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,WNI,Perempuan,34840
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,WNI,Perempuan,24822
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,WNI,Perempuan,26140
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,WNI,Perempuan,27068
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,WNI,Perempuan,25160
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,WNI,Perempuan,31714
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,WNI,Perempuan,22961
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,WNI,Perempuan,28686
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,WNI,Perempuan,13751
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,WNI,Perempuan,16512
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,WNI,Perempuan,1633
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,WNI,Perempuan,5648
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,WNI,Perempuan,8704
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,WNI,Perempuan,1726
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,WNI,Perempuan,3407
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,WNI,Perempuan,1727
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,WNI,Perempuan,3568
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,WNI,Perempuan,7004
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,WNI,Perempuan,24495
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,WNI,Perempuan,20997
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,WNI,Perempuan,12085
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,WNI,Perempuan,26320
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,WNI,Perempuan,12924
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,WNI,Perempuan,17178
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,WNI,Perempuan,13255
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,WNI,Perempuan,6532
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,WNI,Perempuan,38593
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,WNI,Perempuan,35856
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,WNI,Perempuan,24013
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,WNI,Perempuan,33505
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,WNI,Perempuan,24803
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,WNI,Perempuan,23966
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,WNI,Perempuan,17098
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,WNI,Perempuan,32736
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,WNI,Perempuan,33763
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,WNI,Perempuan,23307
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,WNI,Perempuan,25460
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,WNI,Perempuan,19527
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,WNI,Perempuan,17428
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,WNI,Perempuan,15815
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,WNI,Perempuan,12220
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,WNI,Perempuan,9959
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,WNI,Perempuan,20768
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,WNI,Perempuan,21260
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,WNI,Perempuan,25416
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,WNI,Perempuan,24361
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,WNI,Perempuan,15246
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,WNI,Perempuan,23407
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,WNI,Perempuan,25107
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,WNI,Perempuan,20366
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,WNI,Perempuan,15905
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,WNI,Perempuan,22652
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,WNI,Perempuan,5843
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,WNI,Perempuan,13256
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,WNI,Perempuan,20113
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,WNI,Perempuan,34379
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,WNI,Perempuan,21918
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,WNI,Perempuan,28982
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,WNI,Perempuan,21067
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,WNI,Perempuan,27693
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,DUKUH,WNI,Perempuan,15537
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,WNI,Perempuan,30281
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,WNI,Perempuan,18226
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,WNI,Perempuan,24942
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CAWANG,WNI,Perempuan,20174
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,WNI,Perempuan,22359
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,WNI,Perempuan,14750
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,WNI,Perempuan,25832
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,WNI,Perempuan,26769
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,WNI,Perempuan,26905
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,WNI,Perempuan,52347
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,WNI,Perempuan,15201
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,WNI,Perempuan,61161
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,WNI,Perempuan,36920
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,WNI,Perempuan,60922
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,WNI,Perempuan,18739
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,WNI,Perempuan,36679
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,WNI,Perempuan,38147
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,WNI,Perempuan,38155
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,WNI,Perempuan,43734
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,WNI,Perempuan,44892
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,WNI,Perempuan,17234
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,WNI,Perempuan,19536
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,WNI,Perempuan,22245
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,WNI,Perempuan,21556
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,WNI,Perempuan,17133
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,WNI,Perempuan,28872
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,WNI,Perempuan,17638
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,WNI,Perempuan,26464
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,WNI,Perempuan,40088
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,WNI,Perempuan,41297
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,WNI,Perempuan,29315
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,WNI,Perempuan,23660
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,WNI,Perempuan,22916
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,WNI,Perempuan,16008
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,WNI,Perempuan,17113
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,WNI,Perempuan,15927
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,WNI,Perempuan,14862
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,WNI,Perempuan,12859
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,WNI,Perempuan,16347
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,WNI,Perempuan,39823
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,WNI,Perempuan,11663
2020,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,WNA,Laki-Laki,0
2020,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,WNA,Laki-Laki,0
